"","filename","variable","group_id","mean","sd","n","r","se","error_type","plot_type"
"1","stungaru_2019_fig1e_treatment.jpg","Time spent in arms","D1",35.2396820194266,45.4287155306687,40,NA,7.18291061263889,"se","mean_error"
"2","stungaru_2019_fig1e_treatment.jpg","Time spent in arms","D3",37.3774530350929,29.2041742697156,40,NA,4.61758539383929,"se","mean_error"
"3","stungaru_2019_fig1e_treatment.jpg","Time spent in arms","D4",26.9451304786412,32.9899005639379,40,NA,5.21616127822584,"se","mean_error"
"4","stungaru_2019_fig1e_treatment.jpg","Time spent in arms","D5",37.9760289194795,35.153172732065,40,NA,5.55820464073247,"se","mean_error"
"5","stungaru_2019_fig1e_treatment.jpg","Time spent in arms","D6",49.177949041571,38.9388990262875,40,NA,6.15678052511906,"se","mean_error"
"6","stungaru_2019_fig1e_treatment.jpg","Time spent in arms","D7",50.5461224915975,34.6123546900331,40,NA,5.4726938001058,"se","mean_error"
"7","stungaru_2019_fig1e_treatment.jpg","Time spent in arms","D8",50.1185682884642,32.9899005639379,40,NA,5.21616127822585,"se","mean_error"
"8","stungaru_2019_fig1e_treatment.jpg","Time spent in arms","D9",49.8620357665843,37.3164449001921,40,NA,5.90024800323908,"se","mean_error"
"9","stungaru_2019_fig1e_treatment.jpg","Time spent in arms","D10",54.9926862041835,29.2041742697154,40,NA,4.61758539383926,"se","mean_error"
"10","stungaru_2019_fig1e_treatment.jpg","Time spent in arms","D11",39.9427782538925,41.6429892364462,40,NA,6.5843347282523,"se","mean_error"
"11","stungaru_2019_fig1e_treatment.jpg","Time spent in arms","D12",53.4534910729037,28.6633562276838,40,NA,4.53207455321264,"se","mean_error"
"12","stungaru_2019_fig1e_treatment.jpg","Time spent in arms","D13",50.3751008103442,36.2348088161285,40,NA,5.72922632198578,"se","mean_error"
"13","stungaru_2019_fig1e_treatment.jpg","Time spent in arms","D14",42.5936143133187,29.2041742697155,40,NA,4.61758539383928,"se","mean_error"
"14","stungaru_2019_fig1e_treatment.jpg","Time spent in arms","D15",49.691014085331,29.7449923117473,40,NA,4.70309623446593,"se","mean_error"
"15","stungaru_2019_fig1e_treatment.jpg","Time spent in arms","D2",31.1165531938336,33.8514677839531,40,NA,5.35238701685523,"se","mean_error"
