key,title,year,month,day,journal,issn,volume,issue,pages,authors,url,language,publisher,location,abstract,notes,doi,keywords,pubmed_id,pmc_id,title2
rayyan-1227191252,"Bioaccumulation of polychlorinated biphenyls and organochlorine pesticides in young-of-the-year bluefish (Pomatomus saltatrix) in the vicinity of a Superfund  Site in New Bedford Harbor, Massachusetts, and in the adjacent waters.",2013,7,15,Marine pollution bulletin,1879-3363 0025-326X,72,1,146-164,"Deshpande, Ashok D. and Dockum, Bruce W. and Cleary, Thomas and Farrington, Cameron and Wieczorek, Daniel",,eng,,,"Spatial gradients of polychlorinated biphenyls (PCBs) and organochlorine pesticides were examined in the young-of-the-year (YOY) bluefish (Pomatomus  saltatrix) in the vicinity of a PCB Superfund Site in New Bedford Harbor,  Massachusetts, and in the adjacent waters. PCB concentrations in bluefish varied  between different locations, and also among fish from a given location. A  generally decreasing gradient in PCB concentrations was evident as the bluefish  were collected away from the Superfund Site. The average sum of PCB  concentrations were highest for bluefish collected in the Upper Harbor between  Interstate-195 Bridge and Coggeshall Street Bridge (Upper Harbor), followed by  bluefish in Lower Harbor from north of Popes Island Bridge (Lower Harbor), and  bluefish from Outer Harbor south of Hurricane Barrier (Outer Harbor). The levels  of PCBs in bluefish from Clarks Cove and PCBs in bluefish from Buzzards Bay were  similar and lowest among all bluefish specimens analyzed in the present study.  Pesticide concentrations were about one order of magnitude or lower than the PCB  concentrations, and the gradient of pesticide concentrations generally followed  the gradient of PCB concentrations. Some of the commonly detected pesticides in  the order of decreasing concentrations included DDTs and metabolites, heptachlor  epoxide, endosulfan sulfate, and α-chlordane. Distribution of PCBs and  organochlorine pesticides were examined in the tissues of YOY bluefish from  Clarks Cove. PCBs and lipids in the brain samples of YOY bluefish were generally  numerically greater than PCBs in the liver samples, but these differences were  not statistically significant. PCBs and lipids in hypaxial muscle samples were  numerically greater than PCBs in epaxial muscle samples, although these two  groups of tissues were not statistically different. Despite the higher  susceptibility of lighter PCB homologs to geophysical and biogeochemical  weathering processes, the relative dominance of lighter homologs in the Upper  Harbor and Lower Harbor samples suggested ongoing or recent sources of these  lighter PCBs, particularly Aroclor 1242 and Aroclor 1016 in this area. The  presence of heavier homologs in the Upper Harbor and Lower Harbor bluefish  samples could be attributed to Aroclor 1252 and Aroclor 1254 that were being used  in relatively smaller quantities in the manufacture of electrical components in  addition to Aroclor 1242 and Aroclor 1016. The concentration of heavier PCB  homologs appears to increase in YOY bluefish the further away from the PCB  Superfund Site in the Acushnet Estuary the samples were collected. Principal  component analyses of PCB 153 normalized concentrations of the individual PCB  congeners resulted in two general groupings; a relatively tight group comprised  of YOY bluefish from Upper Harbor, Lower Harbor, and Outer Harbor, and a rather  loose and more dispersed group comprised of Buzzards Bay bluefish and the tissue  samples of bluefish from Clarks Cove. Principal component analyses of major  pesticides suggested close groupings of bluefish from Clarks Cove and bluefish  from Buzzards Bay. Pesticides in bluefish from Upper Harbor, Lower Harbor, and  Outer Harbor formed a loose group, with some bluefish from these locations  populating close to Clarks Cove and Buzzards Bay bluefish. Although PCBs have  been implicated in various behavioral and health effects in the experimental and  field studies, the deleterious effects of chronic exposure to high concentrations  of PCBs and the potential for recruitment of New Bedford Harbor YOY bluefish  population to the adult stock remains obscure. Adaptive or evolutionary  resistance to contaminants have been documented in resident species in some  highly contaminated estuaries, however similar responses have not been  investigated in the migratory species like bluefish. The results of the present  study provide a reference baseline for YOY bluefish for ""before-and-after""  comparative studies and other toxicological studies for the New Bedford Harbor  Superfund Site that is currently being remediated.",,10.1016/j.marpolbul.2013.04.008,"*Environmental Monitoring;Animals;Environmental Restoration and Remediation;Hydrocarbons, Chlorinated/analysis/*metabolism;Massachusetts;Perciformes/*metabolism;Pesticides/analysis/*metabolism;Polychlorinated Biphenyls/analysis/*metabolism;Water Pollutants, Chemical/analysis/*metabolism;Water Pollution, Chemical/statistics & numerical data;Pesticides",NA,NA,bioaccumulation of polychlorinated biphenyls and organochlorine pesticides in youngoftheyear bluefish pomatomus saltatrix in the vicinity of a superfund site in new bedford harbor massachusetts and in the adjacent waters
rayyan-1227191253,Congener-specific levels and patterns of polychlorinated biphenyls in edible fish tissue from the central Red Sea coast of Saudi Arabia.,2016,12,1,The Science of the total environment,1879-1026 0048-9697,572,NA,915-925,"Batang, Zenon B. and Alikunhi, Nabeel and Gochfeld, Michael and Burger, Joanna and Al-Jahdali, Ramzi and Al-Jahdali, Haitham and Aziz, Mohammed A. M. and Al-Jebreen, Dalal and Al-Suwailem, Abdulaziz",,eng,,,"All 209 congeners of polychlorinated biphenyls (PCBs) in edible fish tissue from the central Red Sea coast (Jeddah region) of Saudi Arabia were analyzed by  isotope dilution high-resolution gas chromatography-mass spectrometry. The  upper-bound total PCB (ΣPCB) levels in nine commonly consumed fish species from  three areas were 0.2-82.5ng/g wet weight (17-8450ng/g lipid weight), which were  at the lower end of reported global range and far below international tolerance  limits (500-3000ng/g ww). Dioxin-like congeners contributed up to 12.8% (mean  6.5%) to ΣPCB in tissue samples, with the total PCB toxic equivalencies (TEQs) at  a tolerable range (0.05-2.6pgTEQ/g ww or 2-238pgTEQ/g lw) for all species. PCB  profiles were dominated by moderately chlorinated homologs, mainly  hexachlorobiphenyls, but less chlorinated congeners were also consistently  elevated, notably in Siganus rivulatus (Area III) and Mugil cephalus (Area I). It  remains to be ascertained if the latter were breakdown products or due to fresh  inputs. The top congeners based on dominance by both occurrence and abundance  were identified as potential markers of ΣPCB in fish tissue, which can be used  for future selective biomonitoring in case of reasonable constraints on full  congener approach.",,10.1016/j.scitotenv.2016.07.207,"*Fishes;Animals;Contaminant;Environmental Monitoring;Food Contamination/*analysis;Gas Chromatography-Mass Spectrometry;Indian Ocean;Jeddah;Organochlorine;PCBs;Polychlorinated Biphenyls/*analysis;POPs;Saudi Arabia;Seafood/*analysis;Toxic equivalence;Water Pollutants, Chemical/*analysis",NA,NA,congenerspecific levels and patterns of polychlorinated biphenyls in edible fish tissue from the central red sea coast of saudi arabia
rayyan-1227191254,"The effects of selenium on oxidative stress biomarkers in the freshwater characid fish matrinxã, Brycon cephalus (Günther, 1869) exposed to organophosphate  insecticide Folisuper 600 BR (methyl parathion).",2009,1,1,Comparative biochemistry and physiology. Toxicology & pharmacology : CBP,1532-0456,149,1,40-49,"Monteiro, Diana Amaral and Rantin, Francisco Tadeu and Kalinin, Ana Lúcia",,eng,,,"Methyl parathion (MP), an organophosphate widely applied in agriculture and aquaculture, induces oxidative stress due to free radical generation and changes  in the antioxidant defense system. The antioxidant roles of selenium (Se) were  evaluated in Brycon cephalus exposed to 2 mg L(-1) of Folisuper 600 BR (MP  commercial formulation - MPc, 600 g L(-1)) for 96 h. Catalase (CAT), glutathione  peroxidase (GPx), superoxide dismutase (SOD), glutathione S-transferase (GST),  reduced glutathione (GSH) and lipid peroxidation (LPO) levels in the gills, white  muscle and liver were evaluated in fish fed on diets containing 0 or 1.5 mg Se  kg(-1) for 8 weeks. In fish treated with a Se-free diet, the MPc exposure  increased SOD and CAT activities in all tissues. However, the GPx activity  decreased in white muscle and gills whereas no alterations were observed in the  liver. MPc also increased GST activity in all tissues with a concurrent decrease  in GSH levels. LPO values increased in white muscle and gills and did not change  in liver after MPc exposure. A Se-supplemented diet reversed these findings,  preventing increases in LPO levels and concurrent decreases in GPx activity in  gills and white muscle. Similarly, GSH levels were maintained in all tissue after  MPc exposure. These results suggest that dietary Se supplementation protects  cells against MPc-induced oxidative stress.",,10.1016/j.cbpc.2008.06.012,"*Dietary Supplements;Animal Feed;Animals;Antioxidants/*pharmacology;Biomarkers/metabolism;Catalase/metabolism;Fishes/*metabolism;Gills/drug effects/enzymology;Glutathione Peroxidase/metabolism;Glutathione Transferase/metabolism;Glutathione/metabolism;Insecticides/*toxicity;Lipid Peroxidation/drug effects;Liver/drug effects/enzymology;Methyl Parathion/*toxicity;Muscle Fibers, Fast-Twitch/drug effects/enzymology;Oxidative Stress/*drug effects;Sodium Selenite/*pharmacology;Superoxide Dismutase/metabolism;Water Pollutants, Chemical/*toxicity;Oxidative Stress;Selenium;Insecticides",NA,NA,the effects of selenium on oxidative stress biomarkers in the freshwater characid fish matrinxã brycon cephalus günther 1869 exposed to organophosphate insecticide folisuper 600 br methyl parathion
rayyan-1227191255,Decreased birthweight among infants born to women with a high dietary intake of fish contaminated with persistent organochlorine compounds.,1995,10,1,"Scandinavian journal of work, environment & health",0355-3140,21,5,368-375,"Rylander, L. and Strömberg, U. and Hagmar, L.",,eng,,,"OBJECTIVES: The purpose of the study was to assess reproductive outcomes, especially birthweight, and the consumption of fatty fish from the Baltic Sea,  contaminated with persistent organochlorine compounds, among women from the  Swedish east coast. MATERIAL AND METHODS: Cohorts of fishermen's wives from the  Swedish east and west coasts were established and linked to the Swedish Medical  Birth Register for 1973-1991; 1501 children were born in the eastcoast cohort and  3553 in the westcoast cohort. Comparisons were made with regional populations and  between the cohorts. Dietary interviews were made with 69 randomly selected women  from the cohorts and 69 referents. RESULTS: The women interviewed from the east-  and westcoast cohorts ate locally caught fish more than twice as often as their  referents. Compared with the regional population, the women in the eastcoast  cohort gave birth to an increased number of infants with low birthweights (< 3000  g), whereas the opposite was seen in the westcoast cohort. Infants in the  eastcoast cohort had significantly lower birthweights than infants from the  westcoast cohort (median 3530 versus 3610 g, P < 0.001). Even after adjustment  for potential confounders, eastcoast affiliation showed an increased risk for low  birthweight (odds ratio 1.44, 95% confidence interval 1.18-1.76). The effect was  more conspicuous for boys (odds ratio 1.95) and heavy smokers (odds ratio 3.00).  CONCLUSIONS: The present data support, but do not prove, an association between a  high consumption of contaminated fish from the Baltic Sea and an increased risk  for low birthweight.",,10.5271/sjweh.51,"*Fishes;*Food Contamination;Adolescent;Adult;Animals;Benzofurans/adverse effects;Birth Weight/*drug effects;Cohort Studies;Dibenzofurans, Polychlorinated;Female;Humans;Infant, Low Birth Weight;Infant, Newborn;Male;Middle Aged;Oceans and Seas;Polychlorinated Biphenyls/*adverse effects;Polychlorinated Dibenzodioxins/adverse effects/analogs & derivatives;Pregnancy;Risk Factors;Sweden;Water Pollutants, Chemical/*adverse effects;Infant",NA,NA,decreased birthweight among infants born to women with a high dietary intake of fish contaminated with persistent organochlorine compounds
rayyan-1227191256,Ecology in the service of biological control: the case of entomopathogenic nematodes.,1997,2,1,Oecologia,1432-1939 0029-8549,109,4,483-489,"Gaugler, R. and Lewis, Edwin and Stuart, Robin J.",,eng,,,"Biological control manipulations of natural enemies to reduce pest populations represent large-scale ecological experiments that have both benefited from and  contributed to various areas of modern ecology. Unfortunately, economic  expediency and the need for rapid implementation often require that biological  control programs be based more on trial and error than on sound ecological theory  and testing. This approach has led to some remarkable successes but it has also  produced dismal failures. This point is particularly well illustrated in the  historical development and use of entomopathogenic nematodes for the biological  control of insect pests. Intense effort has focused on developing these natural  enemies as alternatives to chemical insecticides, in part because laboratory  assays indicated that these nematodes possess a broad host range. This illusory  attribute launched hundreds of field releases, many of which failed due to  ecological barriers to infection that are not apparent from laboratory exposures,  where conditions are optimal and host-parasite contact assured. For example, the  entomopathogenic nematode Steinernema carpocapsae is a poor choice to control  scarab larvae because this nematode uses an ambusher foraging strategy near the  soil surface whereas the equally sedentary scarab remains within the soil  profile, shows a weak host recognition response to scarabs, has difficulty  overcoming the scarab immune response, and has low reproduction in this host.  Conversely, two other nematodes, Heterorhabditis bacteriophora and S. glaseri,  are highly adapted to parasitize scarabs: they use a cruising foraging strategy,  respond strongly to scarabs, easily overcome the immune response, and reproduce  well in these hosts. Increased understanding of the ecology of entomopathogenic  nematodes has enabled better matches between parasites and hosts, and more  accurate predictions of field performance. These results underline the importance  of a strong partnership between basic and applied ecology in the area of  biological control.",,10.1007/s004420050108,Biological control;Host acceptance;Host habitat-finding;Host-finding;Key words Nematode,NA,NA,ecology in the service of biological control the case of entomopathogenic nematodes
rayyan-1227191257,The scope and limitations of insecticide spraying in rural vector control programmes in the states of Karnataka and Tamil Nadu in India.,1982,NA,NA,Ecology of disease,0278-4300,1,4,243-255,"Barai, D. and Hyma, B. and Ramesh, A.",,eng,,,"The resurgence of malaria in India began in 1966 and the states of Karnataka and Tamil Nadu were no exception to this phenomenon. In both states the peak  occurrence came in 1976. Malaria was largely confined to highly vulnerable and  receptive areas. The problem of increased incidence was particularly associated  with the development of several irrigation and hydro-electric schemes. Improperly  maintained irrigation systems and reservoirs provided ideal breeding grounds. The  present paper examines the scope and limitations of a major anti-malaria  activity, namely residual insecticide spraying as adopted and practised in rural  vector control programmes in irrigation development project areas. Past  experiences (as during the National Malaria Eradication programme, 1958-1965) and  current practices are reviewed on the basis of selected examples. Eradication  programme, 1958-1965) and current practices are reviewed on the basis of selected  examples. In view of the current re-emergence of the disease, the states are  faced with new obstacles to residual insecticide spraying such as (a) the  development of resistance of malaria vectors to DDT and other alternative  compounds like BHC (benzene hexachloride), changing vector behaviour with  avoidance of contact with indoor insecticide deposits on walls, (c) environmental  contamination (risks of chemicals), (d) extensive use of insecticides and  pesticides for crop protection under an expanding green revolution agricultural  technology, particularly in irrigated areas and (e) the existence of outdoor  resting populations of the major vector Anopheles culicifacies and their role in  extra-domiciliary transmission, making residual insecticide spray less effective.  Spraying operations are also hindered by the persistence of certain social and  cultural factors. The custom of mud plastering, white-washing and rethatching  rural houses, for example, results in the loss of insecticide-treated surfaces.  Other outdoor rural activities persist as obstacles in attempts to break the  transmission cycle; washing, bathing and sleeping outdoors; illegal fishing and  woodcutting at night; poorly constructed make-shift structures;housing project  labourers near water sources; cattle grazing in nearby forests and human  population movements related to seasonal migrants. The chain and extent of the  transmission is dependent upon the malaria parasite carriers in the community  (both indigenous and imported types) and the degree of contact of the community  with those sites where people carry on the above activities, and on the  effectiveness of surveillance operations.",,,"*DDT;*Hexachlorocyclohexane;*Insect Vectors;*Insecticides/adverse effects;Anopheles;History, 20th Century;Humans;India;Insecticide Resistance;Malaria/epidemiology/*prevention & control;Mosquito Control/history/*methods;Socioeconomic Factors;World Health Organization;Insecticides",NA,NA,the scope and limitations of insecticide spraying in rural vector control programmes in the states of karnataka and tamil nadu in india
rayyan-1227191260,Do you smell the danger? Effects of three commonly used pesticides on the olfactory-mediated antipredator response of zebrafish (<i>Danio rerio</i>),2020,2,NA,CHEMOSPHERE,"[""0045-6535"", ""1879-1298     J9  - CHEMOSPHERE     JI  - Chemosphere""]",241,NA,,"Volz, SN and Hausen, J and Smith, K and Ottermanns, R and Schaeffer, A and Schiwy, S and Hollert, H",,English,,"[""Rhein Westfal TH Aachen, Inst Environm Res, Dept Ecosyst Anal, Worringerweg 1, D-52074 Aachen, Germany"", ""Univ Bonn, Core Unit Bioinformat Data Anal, Venusberg Campus 1, D-53127 Bonn, Germany"", ""Rhein Westfal TH Aachen, Inst Environm Res, Chair Environm Biol & Chemodynam, Worringerweg 1, D-52074 Aachen, Germany"", ""Goethe Univ Frankfurt, Dept Evolutionary Ecol & Environm Toxicol, Max von Laue Str 13, D-60438 Frankfurt, Germany""]","Fish are warned about the presence of predators via an alarm cue released from the skin of injured conspecifics. The detection of this odor inherently initiates an antipredator response, which increases the chance of survival for the individual. In the present study, we assessed the effect of three commonly used pesticides on the antipredator response of zebrafish (Danio rerio). For this, we analyzed the behavioral response of zebrafish to a conspecific skin extract following 24 h of exposure to the respective contaminants. Results demonstrate that fish exposed to 20 mu g/L. of the organophosphate insecticide chlorpyrifos significantly reduced bottom-dwelling and freezing behavior, suggesting an impairment of the antipredator response. For the urea-herbicide linuron and the pyrethroid insecticide permethrin, no statistically significant effects could be detected. However, linuron-exposed fish appeared to respond in an altered manner to the skin extract; some individuals failed to perform the inherent behaviors such as erratic movements and instead merely increased their velocity. Furthermore, we determined whether zebrafish would avoid the pesticides in a choice maze. While fish avoided permethrin, they behaved indifferently to chlorpyrifos and linuron. The study demonstrates that pesticides may alter the olfactory-mediated antipredator response of zebrafish in distinct ways, revealing that particularly fish exposed to chlorpyrifos may be more prone to predation. (C) 2019 Elsevier Ltd. All rights reserved.",Times Cited in Web of Science Core Collection:  7     Total Times Cited:  7     Cited Reference Count:  86,10.1016/j.chemosphere.2019.124963     WE  - Science Citation Index Expanded (SCI-EXPANDED),Antipredator response;Behavior;Neurotoxicity;Olfaction;Pesticides;Zebrafish;SALMON ONCORHYNCHUS-TSHAWYTSCHA;CHEMICAL ALARM SIGNALS;JUVENILE COHO SALMON;RAINBOW-TROUT;PHYSIOLOGICAL-RESPONSES;PYRETHROID PESTICIDE;BEHAVIORAL-RESPONSES;FATHEAD MINNOW;CRUCIAN CARP;CHLORPYRIFOS;Smell,NA,NA,do you smell the danger effects of three commonly used pesticides on the olfactorymediated antipredator response of zebrafish <i>danio rerio<i>
rayyan-1227191261,Effects of the herbicide metolachlor on the perception of chemical stimuli by <i>Orconectes rusticus</i>,2002,9,NA,JOURNAL OF THE NORTH AMERICAN BENTHOLOGICAL SOCIETY,0887-3593     J9  - J N AM BENTHOL SOC     JI  - J. N. Am. Benthol. Soc.,21,3,457-467,"Wolf, MC and Moore, PA",,English,,"[""Bowling Green State Univ, Dept Biol Sci, Lab Sensory Ecol, Bowling Green, OH 43403 USA"", ""Bowling Green State Univ, JP Scott Ctr Neurosci Mind & Behav, Bowling Green, OH 43403 USA""]","Previous research has suggested that certain environmental pollutants interfere with the perception of chemical stimuli. It is not clear if this interference comes from masking the odor, where the animal cannot detect the signal over the background noise, or if there is a physiological effect on the olfactory receptor cells or neuromusculature that influences the animal's behavior. We acutely exposed crayfish to the agricultural chemical metolachlor. We then tested the ability of crayfish to respond appropriately to 2 chemical stimuli important to their survival: 1) detection of damaged conspecifics, and 2) location of a food source in the absence of metolachlor. A damaged conspecific, commonly known as an alarm signal, produces a chemical signal composed of bodily fluids that could signify a predation event to the individual receiving the signal. Results indicated that crayfish were unable to successfully locate a food source after being exposed to metolachlor. In the presence of an alarm signal, animals exposed to metolachlor walked faster than nonexposed animals and tended to walk in the direction of the alarm signal instead of away, as in the control animals. Crayfish may perceive aspects of the chemical signal but make inappropriate decisions in response to the information received as a result of exposure to metolachlor.",Times Cited in Web of Science Core Collection:  41     Total Times Cited:  43     Cited Reference Count:  51,10.2307/1468482     WE  - Science Citation Index Expanded (SCI-EXPANDED),herbicide contamination;metolachlor;crayfish;toxicology;food orientation;alarm signals;crushed conspecific;PROCAMBARUS-CLARKII;OLFACTORY NEURONS;CYTOCHROMES P450;FATHEAD MINNOWS;RAINBOW-TROUT;CRAYFISH;RESPONSES;RECOGNITION;ORIENTATION;ATRAZINE,NA,NA,effects of the herbicide metolachlor on the perception of chemical stimuli by <i>orconectes rusticus<i>
rayyan-1227191263,Diazinon disrupts antipredator and homing behaviors in chinook salmon (<i>Oncorhynchus tshawytscha</i>),2000,9,NA,CANADIAN JOURNAL OF FISHERIES AND AQUATIC SCIENCES,0706-652X     J9  - CAN J FISH AQUAT SCI     JI  - Can. J. Fish. Aquat. Sci.,57,9,1911-1918,"Scholz, NL and Truelove, NK and French, BL and Berejikian, BA and Quinn, TP and Casillas, E and Collier, TK",,English,,"[""Natl Ctr Marine Res, NOAA, NW Fisheries Sci Ctr, Environm Conservat Div, Seattle, WA 98112 USA"", ""Univ Washington, Sch Fisheries, Seattle, WA 98195 USA""]","Neurotoxic pesticides are known to contaminate surface waters that provide habitat for salmonids, including some listed for protection under the U.S. Endangered Species Act. Despite their widespread use, the impacts of these pesticides on the neurological health of wild salmon are not well understood. Of particular concern are the organophosphate and carbamate insecticides that block synaptic transmission by inhibiting neuronal acetylcholinesterase. Here we assess the effects of diazinon, an organophosphate insecticide, on alarm pheromone induced antipredator responses and homing behavior in chinook salmon (Oncorhynchus tshawytscha). Nominal exposure concentrations (0.1, 1.0, and 10.0 mu g.L-1) were chosen to emulate diazinon pulses in the natural environment. In the antipredator study, diazinon had no effect on swimming behavior or visually guided food capture. However, the pesticide significantly inhibited olfactory-mediated alarm responses at concentrations as low as 1.0 mu g.L-1. Similarly, homing behavior was impaired at 10.0 mu g.L-1. Our results suggest that olfactory-mediated behaviors are sensitive to anticholinesterase neurotoxicity in salmonids and that short-term, sublethal exposures to these insecticides may cause significant behavioral deficits. Such deficits may have negative consequences for survival and reproductive success in these fish.",Times Cited in Web of Science Core Collection:  158     Total Times Cited:  184     Cited Reference Count:  40,10.1139/cjfas-57-9-1911     WE  - Science Citation Index Expanded (SCI-EXPANDED),CHEMICAL ALARM SIGNALS;RAINBOW-TROUT;CYPRINODON-VARIEGATUS;ENDOCRINE FUNCTION;MOLECULAR-FORMS;ACETYLCHOLINESTERASE;PESTICIDE;PREDATION;TOXICITY;PARR,NA,NA,diazinon disrupts antipredator and homing behaviors in chinook salmon <i>oncorhynchus tshawytscha<i>
rayyan-1227191264,Effects of pollution on reproductive behaviour of fishes,1997,12,NA,REVIEWS IN FISH BIOLOGY AND FISHERIES,"[""0960-3166"", ""1573-5184     J9  - REV FISH BIOL FISHER     JI  - Rev. Fish. Biol. Fish.""]",7,4,463-491,"Jones, JC and Reynolds, JD",,English,,"UNIV E ANGLIA, SCH BIOL SCI, NORWICH NR4 7TJ, NORFOLK, ENGLAND","This review attempts to integrate pollution research with behavioural ecology by focusing on reproductive behaviour of fishes. A search of Aquatic Sciences and Fisheries Abstracts and other sources showed that only 0.1% of 19,199 studies of aquatic pollution and fishes during the past 20 years have made this link. Effects on parental care and courtship have been investigated using a variety of pollutants (e.g. acidification, herbicide, thermal effluent) in several fish families (e.g. Cichlidae, Poeciliidae, Gasterosteidae, Cyprinidae).        Eleven of the 19 studies found a change in behaviour from the norm. Effects on courtship included decreases or increases in frequency of displays, increased courtship duration, or performance of male-like behaviour by masculinized females. Studies of parental care have found decreased nest-building activity, decreased offspring defence, or changes in division of parental care between the sexes. Few studies have measured reproductive success or extrapolated their results to effects on populations.        We develop a framework for exploring links between pollution and behavioural ecology which suggests potential impacts on life history trade-offs in reproduction, genetic changes in populations, and population sizes. Many reproductive behaviours of fish species are readily quantifiable and behaviours such as courtship by male guppies and other members of the Poeciliidae show some promise for pollution monitoring and behavioural toxicity tests. Choice of such assays would have to compete with the sensitivity and practicality of more traditional methods but may serve as useful complements. There is considerable scope for further research into conservation. A synthesis between behavioural ecology and toxicology should thus provide useful insights for both fields.",Times Cited in Web of Science Core Collection:  82     Total Times Cited:  95     Cited Reference Count:  82,10.1023/A:1018456315671     WE  - Science Citation Index Expanded (SCI-EXPANDED),DIFFERENTIAL COURTSHIP ACTIVITY;POECILIA-RETICULATA PISCES;BLUEGILL SUNFISH;LEPOMIS-MACROCHIRUS;PARENTAL CARE;INDUCED MASCULINIZATION;LITTORAL ENCLOSURES;AQUATIC POLLUTANTS;CHEMICAL STRESSOR;CONVICT CICHLIDS,NA,NA,effects of pollution on reproductive behaviour of fishes
